#SEED: 0.7747888553421944
SAT0,84.17648081716197,-125.11368937643871,462.2029746487317
SAT1,23.981546044756783,-106.71962340457725,492.80484800360375
SAT2,-41.28734387002278,-2.394220006923547,687.9529806273144
SAT3,6.372214126806838,92.20817233835669,332.6743889544854
SAT4,-16.09882112337594,-134.62540239052564,516.1502858617124
SAT5,-88.32597909769206,6.8030465816620165,696.5739321587662
SAT6,59.15655855801538,148.45641452070737,566.1117029583324
SAT7,29.044449592713278,-38.43326175551687,596.2017799876405
SAT8,0.543400248753926,168.70428024278772,553.9963191299494
SAT9,-12.750279008808064,-126.9047197480842,672.2302304874149
SAT10,84.21811508705812,29.626977345135145,352.2409571692118
SAT11,-63.67824432419528,-126.01182235850257,638.7226866166054
SAT12,14.828982277052333,-52.19179894653506,626.4862717728664
SAT13,-52.575900128049696,75.90038712662775,471.8079469357781
SAT14,-48.13539913223256,-160.37638144319848,622.9465751102351
SAT15,13.955057395911723,88.36250135020168,435.4111007387281
SAT16,-70.32118100474747,-120.92364750110374,324.42555147219764
SAT17,-13.807708265630325,68.82101250982043,604.5212618960992
SAT18,-57.73708478453422,-142.58870580190523,695.9731419555593
SAT19,-72.7778042329827,113.64528117569239,414.0855532838801
ROUTE,-50.94662010788419,-32.63296173957437,7.820901796911244,84.90710597866422
