#SEED: 0.08454244025051594
SAT0,28.618703945912387,-30.302637143071593,597.5813650798798
SAT1,-1.3148518821445663,120.53387785636721,617.1015380210565
SAT2,-34.55611932149136,-98.7728601008811,561.65596561451
SAT3,-77.35470745260892,66.23390283125761,520.1907986341683
SAT4,-36.61420287310961,-7.48063904937365,693.6163805733092
SAT5,3.963538112878723,145.777311031235,489.3811720072446
SAT6,-36.22169450248564,141.42270819167118,460.4473767823748
SAT7,-63.8316214161823,-173.60098757386743,316.5371666376199
SAT8,-75.35147382507142,-129.86466948657701,660.9505716971557
SAT9,-30.112239193588053,144.94647316849654,538.655946587921
SAT10,-58.62999638492457,146.55679321203195,554.64807210629
SAT11,-32.117575514308676,-156.16353191014045,407.30340210626025
SAT12,-67.5388556697105,-91.20733443687692,411.16233410363344
SAT13,-22.001149908489964,168.16796689014177,607.2619311093174
SAT14,87.11360035075595,-159.0547466064585,516.4479854720939
SAT15,-66.1522882484654,38.38534716921072,626.6592830374702
SAT16,32.89903094430687,119.19563474505628,381.15111644848423
SAT17,-70.36319913069073,-138.70450820072855,421.1173792191267
SAT18,39.86222746702455,82.68184850977707,586.0140777599784
SAT19,-11.192257502946362,95.11912034269716,321.57334264894047
ROUTE,-7.517782404561814,81.79296297637188,-59.62921560234929,76.37952953344944
